Empresa,Saida,NF,Descricao_produto,Linha,Origem_NF,Data_Emissao,Data_Cancelamento,Data_expedicao,Qtd_Parcela,Qtd_Prazo_Medio,Valor_Total_Nota,Qtd_Itens,Qtd_Volumes,Data_Saida,Qtd_Produto,Preco_Unitario,Valor_Total_Item,Custo_Item,Preco_Un_Pdv,Valor_Custo_Compra,Preco_Tabela,Cliente,Vendedor,Mes,Ano,Dia,Dia da Semana,Total_Custo_Compra,Total_Lucro_Venda_Item,situacao
GO MED HOSPITALAR,V,5844,"SOL. CLORETO SODIO 0,9% 500ML FR",NUTRIÇÃO CLINICA,AL,11/09/2025,,,1,56,16227.6,6,1,,720,8.16,5875.2,4.46,8.16,4.46,6.11,INSTITUTO DE DESENV. ENSINO E ASSIST. A SAUDE -IDEAS,DENIS SOUSA,9,2025,11,Quinta-feira,3214.01,2661.19,Faturada
GO MED HOSPITALAR,V,5844,LIDOCAINA 2% S/V AMP 5ML (GEN) CX C/100,MEDICAMENTOS,AL,11/09/2025,,,1,56,16227.6,6,1,,200,2.2,440.0,1.0,2.2,1.0,1.49,INSTITUTO DE DESENV. ENSINO E ASSIST. A SAUDE -IDEAS,DENIS SOUSA,9,2025,11,Quinta-feira,200.0,240.0,Faturada
GO MED HOSPITALAR,V,5845,LIDOCAINA 2% S/V FA 20ML (GEN) CX C/25,MEDICAMENTOS,CL,11/09/2025,,12/09/2025,1,30,670.0,2,1,12/09/2025,25,6.7,167.5,4.52,6.7,4.52,6.69,CEPRO- CLINICA DE ENDOSCOPIA,MAIRTON,9,2025,11,Quinta-feira,112.95,54.55,Faturada
GO MED HOSPITALAR,V,5845,LIDOCAINA 2% S/V FA 20ML (GEN) CX C/25,MEDICAMENTOS,CL,11/09/2025,,12/09/2025,1,30,670.0,2,1,12/09/2025,75,6.7,502.5,4.52,6.7,4.52,6.69,CEPRO- CLINICA DE ENDOSCOPIA,MAIRTON,9,2025,11,Quinta-feira,338.86,163.64,Faturada
GO MED HOSPITALAR,V,5846,"DEXAMETASONA 4MG/ML 2,5ML AMP (GEN) CX C/100",MEDICAMENTOS,AL,11/09/2025,,11/09/2025,1,50,1773.5,10,3,11/09/2025,300,1.69,507.0,0.86,1.69,0.86,1.19,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,11,Quinta-feira,256.83,250.17,Faturada
GO MED HOSPITALAR,V,5846,NORADRENALINA/NOREPINEFRINA 8MG/4ML AMP (GEN) CX C/50,MEDICAMENTOS,AL,11/09/2025,,11/09/2025,1,50,1773.5,10,3,11/09/2025,50,3.26,163.0,0.89,3.26,0.89,1.27,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,11,Quinta-feira,44.69,118.31,Faturada
GO MED HOSPITALAR,V,5846,MASCARA DESC. TRIPLA C/CLIP CX C/50,MATERIAL HOSPITALAR,AL,11/09/2025,,11/09/2025,1,50,1773.5,10,3,11/09/2025,20,9.9,198.0,5.46,9.9,5.46,8.65,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,11,Quinta-feira,109.21,88.79,Faturada
GO MED HOSPITALAR,V,5846,SCALP 21G UN,MATERIAL HOSPITALAR,AL,11/09/2025,,11/09/2025,1,50,1773.5,10,3,11/09/2025,500,0.32,160.0,0.18,0.32,0.18,0.25,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,11,Quinta-feira,91.35,68.65,Faturada
GO MED HOSPITALAR,V,5846,"AGULHA DESC. 25 X 0,70MM UN",MATERIAL HOSPITALAR,AL,11/09/2025,,11/09/2025,1,50,1773.5,10,3,11/09/2025,1500,0.13,195.0,0.08,0.13,0.08,0.12,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,11,Quinta-feira,117.0,78.0,Faturada
GO MED HOSPITALAR,V,5846,SERINGA DESC. 05ML S/AG LUER SLIP UN,MATERIAL HOSPITALAR,AL,11/09/2025,,11/09/2025,1,50,1773.5,10,3,11/09/2025,1000,0.34,340.0,0.17,0.34,0.17,0.29,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,11,Quinta-feira,172.7,167.3,Faturada
GO MED HOSPITALAR,V,5846,FRASCO P/DRENAGEM MEDIASTINAL 2000ML UN,MATERIAL HOSPITALAR,AL,11/09/2025,,11/09/2025,1,50,1773.5,10,3,11/09/2025,2,38.9,77.8,20.29,38.9,20.25,30.95,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,11,Quinta-feira,40.58,37.22,Faturada
GO MED HOSPITALAR,V,5846,UMIDIFICADOR C/FR PLASTICO 250 ML OXIGENIO UN,MATERIAL HOSPITALAR,AL,11/09/2025,,11/09/2025,1,50,1773.5,10,3,11/09/2025,5,19.98,99.9,11.46,19.98,11.46,10.12,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,11,Quinta-feira,57.32,42.58,Faturada
GO MED HOSPITALAR,V,5846,DRENO SUCCAO TORAX PVC 28FR UN,MATERIAL HOSPITALAR,AL,11/09/2025,,11/09/2025,1,50,1773.5,10,3,11/09/2025,2,9.9,19.8,3.83,9.9,3.5,5.0,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,11,Quinta-feira,7.66,12.14,Faturada
GO MED HOSPITALAR,V,5846,"AGULHA DESC. 25 X 0,80MM UN",MATERIAL HOSPITALAR,AL,11/09/2025,,11/09/2025,1,50,1773.5,10,3,11/09/2025,100,0.13,13.0,0.08,0.13,0.08,0.13,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,11,Quinta-feira,8.44,4.56,Faturada
GO MED HOSPITALAR,V,5847,TOUCA DESC. C/ELASTICO PC,MATERIAL HOSPITALAR,AL,11/09/2025,,12/09/2025,1,30,1010.4,10,2,12/09/2025,5,6.6,33.0,5.19,6.6,5.19,7.65,HOSPITAL IVV,DENIS SOUSA,9,2025,11,Quinta-feira,25.94,7.06,Faturada
GO MED HOSPITALAR,V,5847,TRAMADOL 50MG/ML 2ML AMP CX C/100,MEDICAMENTOS,AL,11/09/2025,,12/09/2025,1,30,1010.4,10,2,12/09/2025,100,1.25,125.0,1.0,1.25,1.0,1.92,HOSPITAL IVV,DENIS SOUSA,9,2025,11,Quinta-feira,99.78,25.22,Faturada
GO MED HOSPITALAR,V,5847,PROMETAZINA 25MG/ML AMP 2ML (PROMETAZOL) CX C/100,MEDICAMENTOS,AL,11/09/2025,,12/09/2025,1,30,1010.4,10,2,12/09/2025,200,3.82,764.0,3.05,3.82,3.05,4.55,HOSPITAL IVV,DENIS SOUSA,9,2025,11,Quinta-feira,610.0,154.0,Faturada
GO MED HOSPITALAR,V,5847,"AGULHA DESC. 40 X 1,20MM UN",MATERIAL HOSPITALAR,AL,11/09/2025,,12/09/2025,1,30,1010.4,10,2,12/09/2025,200,0.09,18.0,0.07,0.09,0.07,0.1,HOSPITAL IVV,DENIS SOUSA,9,2025,11,Quinta-feira,13.7,4.3,Faturada
GO MED HOSPITALAR,V,5847,ACIDO ACETILSALICILICO 100MG (SALICETIL) BL C/10,MEDICAMENTOS,AL,11/09/2025,,12/09/2025,1,30,1010.4,10,2,12/09/2025,20,0.05,1.0,0.03,0.05,0.04,0.05,HOSPITAL IVV,DENIS SOUSA,9,2025,11,Quinta-feira,0.68,0.32,Faturada
GO MED HOSPITALAR,V,5847,"AGULHA DESC. 30 X 0,80MM UN",MATERIAL HOSPITALAR,AL,11/09/2025,,12/09/2025,1,30,1010.4,10,2,12/09/2025,200,0.08,16.0,0.05,0.08,0.05,0.07,HOSPITAL IVV,DENIS SOUSA,9,2025,11,Quinta-feira,10.48,5.52,Faturada
GO MED HOSPITALAR,V,5847,EQUIPO MACROGOTAS C/INJ. LATERAL LUER LOCK UN,MATERIAL HOSPITALAR,AL,11/09/2025,,12/09/2025,1,30,1010.4,10,2,12/09/2025,25,0.92,23.0,0.7,0.92,0.7,1.1,HOSPITAL IVV,DENIS SOUSA,9,2025,11,Quinta-feira,17.5,5.5,Faturada
GO MED HOSPITALAR,V,5847,ACIDO ACETILSALICILICO 100MG (DORMEC) CPR BL C/10,MEDICAMENTOS,AL,11/09/2025,,12/09/2025,1,30,1010.4,10,2,12/09/2025,20,0.05,1.0,0.06,0.05,0.06,0.09,HOSPITAL IVV,DENIS SOUSA,9,2025,11,Quinta-feira,1.2,-0.2,Faturada
GO MED HOSPITALAR,V,5847,SERINGA DESC. 01ML S/AG LUER SLIP UN,MATERIAL HOSPITALAR,AL,11/09/2025,,12/09/2025,1,30,1010.4,10,2,12/09/2025,80,0.13,10.4,0.1,0.13,0.1,0.15,HOSPITAL IVV,DENIS SOUSA,9,2025,11,Quinta-feira,8.14,2.26,Faturada
GO MED HOSPITALAR,V,5847,SERINGA DESC. 20ML S/AG LUER SLIP UN,MATERIAL HOSPITALAR,AL,11/09/2025,,12/09/2025,1,30,1010.4,10,2,12/09/2025,50,0.38,19.0,0.3,0.38,0.3,0.43,HOSPITAL IVV,DENIS SOUSA,9,2025,11,Quinta-feira,14.95,4.05,Faturada
GO MED HOSPITALAR,V,5848,"COMPRESSA DE GAZE 7,5CMX7,5CM 11 FIOS C/10 LIVIA ENV",MATERIAL HOSPITALAR,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,2500,0.54,1350.0,0.38,0.54,0.38,0.54,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,951.0,399.0,Faturada
GO MED HOSPITALAR,V,5848,"DEXAMETASONA 4MG/ML 2,5ML AMP (GEN) CX C/100",MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,1200,1.2,1440.0,0.86,1.2,0.86,1.19,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,1027.32,412.68,Faturada
GO MED HOSPITALAR,V,5848,PARACETAMOL 500MG CPR (DORSANOL) CX C/20,MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,6,7.0,42.0,4.77,7.0,4.77,6.81,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,28.61,13.39,Faturada
GO MED HOSPITALAR,V,5848,VITAMINA C (ACIDO ASCORBICO) 500MG/5ML AMP,MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,300,1.05,315.0,0.7,1.05,0.7,1.04,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,210.0,105.0,Faturada
GO MED HOSPITALAR,V,5848,DIPIRONA 500MG/ML 2ML AMP (DIPIFARMA) CX C/100,MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,1200,0.75,900.0,0.52,0.75,0.52,0.75,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,628.8,271.2,Faturada
GO MED HOSPITALAR,V,5848,"ATROPINA 0,25MG/ML 1ML AMP (ATROFARMA) CX C/100",MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,100,1.19,119.0,0.91,1.19,0.91,1.19,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,90.55,28.45,Faturada
GO MED HOSPITALAR,V,5848,METOCLOPRAMIDA 10MG/2ML AMP (METROFARMA) CX C/100,MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,200,0.81,162.0,0.6,0.81,0.6,0.81,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,120.54,41.46,Faturada
GO MED HOSPITALAR,V,5848,"IPRATROPIO 0,25MG/ML 20ML GTS (GEN) FR",MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,1,3.4,3.4,1.43,3.4,1.43,2.39,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,1.43,1.97,Faturada
GO MED HOSPITALAR,V,5848,"IPRATROPIO 0,25MG/ML 20ML GTS (GEN) FR",MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,30,3.4,102.0,1.43,3.4,1.43,2.39,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,42.77,59.23,Faturada
GO MED HOSPITALAR,V,5848,OMEPRAZOL 40MG FA+DIL PO (GEN) CX C/20,MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,20,13.72,274.4,9.27,13.72,9.27,13.72,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,185.33,89.07,Faturada
GO MED HOSPITALAR,V,5848,OMEPRAZOL 40MG FA+DIL PO (GEN) CX C/20,MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,80,13.72,1097.6,9.27,13.72,9.27,13.72,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,741.3,356.3,Faturada
GO MED HOSPITALAR,V,5848,BROMOPRIDA 5MG/ML 2ML AMP (GEN) CX C/100,MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,500,2.42,1210.0,1.59,2.42,1.59,2.42,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,795.6,414.4,Faturada
GO MED HOSPITALAR,V,5848,BROMOPRIDA 5MG/ML 2ML AMP (GEN) CX C/100,MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,100,2.42,242.0,1.59,2.42,1.59,2.42,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,159.12,82.88,Faturada
GO MED HOSPITALAR,V,5848,REVELADOR P/ RAIO X AUTOMATICO G138I CAIXA C/02 GL,MATERIAL HOSPITALAR,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,4,680.0,2720.0,458.53,680.0,458.53,683.58,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,1834.13,885.87,Faturada
GO MED HOSPITALAR,V,5848,CEFTRIAXONA 1G FA (GEN) CX C/100,MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,200,7.46,1492.0,5.0,7.46,5.0,7.45,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,1000.0,492.0,Faturada
GO MED HOSPITALAR,V,5848,"ESPARADRAPO 10CM X 4,5M UN",MATERIAL HOSPITALAR,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,52,9.99,519.48,10.27,9.99,10.27,10.0,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,534.04,-14.56,Faturada
GO MED HOSPITALAR,V,5848,"ESPARADRAPO 10CM X 4,5M UN",MATERIAL HOSPITALAR,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,20,9.99,199.8,10.27,9.99,10.27,10.0,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,205.4,-5.6,Faturada
GO MED HOSPITALAR,V,5848,ACIDO TRANEXAMICO 250MG/ML AMP 5ML (GEN) CX C/100,MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,100,5.45,545.0,3.81,5.45,3.81,5.45,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,380.67,164.33,Faturada
GO MED HOSPITALAR,V,5848,NORADRENALINA/NOREPINEFRINA 8MG/4ML AMP (GEN) CX C/50,MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,200,1.27,254.0,0.89,1.27,0.89,1.27,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,178.76,75.24,Faturada
GO MED HOSPITALAR,V,5848,DICLOFENACO DE SODIO 25MG/ML 3ML AMP (GEN) CX C/100,MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,200,1.47,294.0,0.98,1.47,0.98,1.46,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,196.0,98.0,Faturada
GO MED HOSPITALAR,V,5848,LUVA DE PROCEDIMENTO.(P) C/100 CX,MATERIAL HOSPITALAR,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,60,25.76,1545.6,17.63,25.76,17.63,25.18,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,1057.8,487.8,Faturada
GO MED HOSPITALAR,V,5848,BUTIL ESCOPOLAMINA 20MG/ML 1ML AMP (GEN) CX C/100,MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,100,1.86,186.0,1.26,1.86,1.3,1.86,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,125.73,60.27,Faturada
GO MED HOSPITALAR,V,5848,CATETER INTRAVENOSO 24G. UN,MATERIAL HOSPITALAR,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,600,1.02,612.0,0.68,1.02,0.68,1.02,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,409.92,202.08,Faturada
GO MED HOSPITALAR,V,5848,AMIODARONA 50MG/ML 3ML (GEN) AMP CX C/100,MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,100,4.34,434.0,3.09,4.34,3.09,4.4,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,309.28,124.72,Faturada
GO MED HOSPITALAR,V,5848,HIDRALAZINA 20MG/1ML AMP (NEPRESOL) CX C/50,MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,100,8.56,856.0,6.02,8.56,6.02,8.56,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,601.61,254.39,Faturada
GO MED HOSPITALAR,V,5848,MORFINA 10MG/1ML AMP (GEN) CX C/100,MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,100,3.81,381.0,2.7,3.81,2.7,3.8,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,270.5,110.5,Faturada
GO MED HOSPITALAR,V,5848,"KOLLAGENASE+CLORANF 0,6+0,01G/G 30G POM BG",MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,20,21.73,434.6,15.21,21.73,15.21,21.73,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,304.28,130.32,Faturada
GO MED HOSPITALAR,V,5848,"ENOXAPARINA 40MG/0,4ML  AMP (NOXX) CX C/",MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,30,28.18,845.4,18.9,28.18,18.9,28.18,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,567.0,278.4,Faturada
GO MED HOSPITALAR,V,5848,SUXAMETONIO 100MG PO FA (SUCCITRAT) CX C/10,MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,20,26.7,534.0,18.69,26.7,18.69,26.7,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,373.8,160.2,Faturada
GO MED HOSPITALAR,V,5848,ADENOSINA 3MG/ML 2ML AMP (GEN) CX C/50,MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,50,12.86,643.0,9.09,12.86,9.08,12.86,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,454.72,188.28,Faturada
GO MED HOSPITALAR,V,5848,TRAMADOL 50MG/ML 2ML AMP CX C/100,MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,300,1.93,579.0,1.0,1.93,1.0,1.92,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,299.34,279.66,Faturada
GO MED HOSPITALAR,V,5848,FUROSEMIDA 10MG/2ML AMP (GEN) CX C/100,MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,200,1.05,210.0,0.7,1.05,0.7,1.04,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,140.0,70.0,Faturada
GO MED HOSPITALAR,V,5848,SOL. GLICO-FISIOLOGICO 1:1 500ML FR,NUTRIÇÃO CLINICA,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,50,9.22,461.0,5.79,9.22,5.79,9.23,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,289.62,171.38,Faturada
GO MED HOSPITALAR,V,5848,SOL. GLICO-FISIOLOGICO 1:1 500ML FR,NUTRIÇÃO CLINICA,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,40,9.22,368.8,5.79,9.22,5.79,9.23,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,231.7,137.1,Faturada
GO MED HOSPITALAR,V,5848,PROMETAZINA 25MG/ML AMP 2ML (PROMETAZOL) CX C/100,MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,300,4.55,1365.0,3.05,4.55,3.05,4.55,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,915.0,450.0,Faturada
GO MED HOSPITALAR,V,5848,FILME P/RAIO-X (HR-U) 35CM X 35CM - CX.C/100UND (N) CX,MATERIAL HOSPITALAR,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,2,965.0,1930.0,651.03,965.0,651.03,970.56,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,1302.06,627.94,Faturada
GO MED HOSPITALAR,V,5848,VITAMINA K-FITOMENADIONA 10MG/ML IM/SUB AMP 1ML (HYVIT) CX C/50,MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,50,3.72,186.0,2.6,3.72,2.61,3.71,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,129.93,56.07,Faturada
GO MED HOSPITALAR,V,5848,SERINGA DESC. 20ML S/AG LUER SLIP UN,MATERIAL HOSPITALAR,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,2000,0.45,900.0,0.31,0.45,0.31,0.44,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,620.0,280.0,Faturada
GO MED HOSPITALAR,V,5848,SONDA FOLEY 2 VIAS N.20 30CC UN,MATERIAL HOSPITALAR,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,40,2.86,114.4,2.0,2.86,2.0,2.86,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,80.0,34.4,Faturada
GO MED HOSPITALAR,V,5848,SONDA FOLEY 3 VIAS N.18 30CC UN,MATERIAL HOSPITALAR,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,30,4.75,142.5,2.87,4.75,3.63,5.42,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,86.23,56.27,Faturada
GO MED HOSPITALAR,V,5848,SONDA FOLEY 3 VIAS N.20 30CC UN,MATERIAL HOSPITALAR,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,20,2.86,57.2,2.0,2.86,2.0,2.86,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,40.0,17.2,Faturada
GO MED HOSPITALAR,V,5848,SONDA FOLEY 3 VIAS N.22 30CC UN,MATERIAL HOSPITALAR,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,20,4.75,95.0,3.49,4.75,3.49,5.21,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,69.9,25.1,Faturada
GO MED HOSPITALAR,V,5848,"ATADURA CREPOM 15CM X 1,8M 13 FIOS JADE UN",MATERIAL HOSPITALAR,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,500,0.9,450.0,0.62,0.9,0.62,0.9,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,308.25,141.75,Faturada
GO MED HOSPITALAR,V,5848,"AGULHA DESC. 25 X 0,70MM UN",MATERIAL HOSPITALAR,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,4000,0.09,360.0,0.08,0.09,0.08,0.12,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,312.0,48.0,Faturada
GO MED HOSPITALAR,V,5848,LUVA DE PROCEDIMENTO.(M) C/100 CX,MATERIAL HOSPITALAR,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,40,25.76,1030.4,17.27,25.76,17.27,25.75,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,691.0,339.4,Faturada
GO MED HOSPITALAR,V,5848,PREDNISONA 20MG CPR (GEN) BL C/20,MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,120,0.43,51.6,0.29,0.43,0.29,0.43,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,34.38,17.22,Faturada
GO MED HOSPITALAR,V,5848,"ENOXAPARINA 40MG/0,4ML AMP (HEPARINOX) CX C/10",MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,30,28.18,845.4,17.85,28.18,17.85,26.61,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,535.5,309.9,Faturada
GO MED HOSPITALAR,V,5848,BUTIL ESCOPOLAMINA+DIPIRONA 5ML AMP (GEN) CX C/100,MEDICAMENTOS,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,400,2.7,1080.0,1.71,2.7,1.71,2.7,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,682.76,397.24,Faturada
GO MED HOSPITALAR,V,5848,CATETER CENTRAL DUPLO LUMEN 7FR X 20CM UN,MATERIAL HOSPITALAR,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,5,53.57,267.85,36.95,53.57,36.95,53.57,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,184.76,83.09,Faturada
GO MED HOSPITALAR,V,5848,SERINGA DESC. 05ML S/AG LUER SLIP UN,MATERIAL HOSPITALAR,A,11/09/2025,,15/09/2025,1,30,56884.26,116,1,15/09/2025,800,0.25,200.0,0.17,0.25,0.17,0.24,INSTITUTO SAUDE E CIDADANIA - ISC,GERAL VENDAS,9,2025,11,Quinta-feira,138.16,61.84,Faturada
